기관ID,구,주소
C1108852,동대문구,서울특별시 동대문구 답십리로 259 1층 (장안동)
C1100689,서초구,서울특별시 서초구 고무래로 18 1층 (반포동)
C1100762,강남구,서울특별시 강남구 논현로 629 (논현동세림빌딩)
C1109022,종로구,서울특별시 종로구 송월길 155 상가동 41124113호 (교북동 경희궁자이 4단지)
C1107122,동작구,서울특별시 동작구 남부순환로 2057 3층 (사당동)
C1102581,강동구,서울특별시 강동구 양재대로 1325 둔촌메디컬센타 101호 (성내동)
C1100763,성북구,서울특별시 성북구 성북로4길 52
C1108024,종로구,서울특별시 종로구 대학로 121 1호 2호 (명륜4가)
C1102582,강남구,서울특별시 강남구 일원로 47
C1100820,동작구,서울특별시 동작구 상도로 81 지하1층 (대방동)
C1108622,강서구,서울특별시 강서구 화곡로 339 오선빌딩 1층 (화곡동)
C1100821,마포구,서울특별시 마포구 양화로 156 116호(동교동엘지팰리스빌딩)
C1100822,도봉구,서울특별시 도봉구 해등로 218
C1103148,서초구,서울특별시 서초구 신반포로33길 27 파스텔프라자 103호 (잠원동)
C1109102,서대문구,서울특별시 서대문구 신촌로 65 1층 (창천동)
C1103324,송파구,서울특별시 송파구 올림픽로37길 130 파크리오 A동 5층 516호 (신천동)
C1108261,서대문구,서울특별시 서대문구 증가로 150 DMC2차아이파크상가 B205호 (남가좌동)
C1108894,광진구,서울특별시 광진구 천호대로 666 그랜드파크오피스텔 지1층 B101호 (구의동)
C1108523,중구,서울특별시 중구 세종대로 13 1층 (남대문로5가)
C1102785,용산구,서울특별시 용산구 청파로 74 전자랜드 1층 A147호 (한강로3가)
C1100202,관악구,서울특별시 관악구 난곡로35길 2 (신림동)
C1104596,서초구,서울특별시 서초구 서초중앙로22길 40 (서초동)
C1100759,강남구,서울특별시 강남구 선릉로 338 (대치동)
C1102580,양천구,서울특별시 양천구 오목로 68 (신월동)
C1104049,양천구,서울특별시 양천구 목동중앙본로 40 1층 (목동)
C1108385,양천구,서울특별시 양천구 목동서로 170 홈플러스목동점 지하2층 (목동)
C1108358,은평구,서울특별시 은평구 은평로 111 은평이마트 8층 (응암동)
C1104253,영등포구,서울특별시 영등포구 국제금융로2길 7
C1107161,강남구,서울특별시 강남구 봉은사로 524  (삼성동)
C1102500,양천구,서울특별시 양천구 등촌로 26 1층 (목동)
C1100330,중랑구,서울특별시 중랑구 면목로 352 (면목동)
C1103145,송파구,서울특별시 송파구 가락로 99 (석촌동)
C1101140,강남구,서울특별시 강남구 압구정로 144 선덕빌딩 1층 104호 (신사동)
C1100364,동작구,서울특별시 동작구 여의대방로 250 104호 (대방동 대림쇼핑)
C1100365,관악구,서울특별시 관악구 신림로 150 (신림동)
C1104691,동작구,서울특별시 동작구 남부순환로 2055 (사당동)
C1108055,영등포구,서울특별시 영등포구 여의나루로 50 한국교직원공제회관 B1층 3호 (여의도동)
C1107207,종로구,서울특별시 종로구 무교로 39
C1104007,송파구,서울특별시 송파구 송파대로28길 43 1층 101-2호 (가락동 송파KCC웰츠타워 101-2호)
C1107356,중랑구,서울특별시 중랑구 동일로 932  202동 216217호 (묵동 묵동자이아파트)
C1100368,마포구,서울특별시 마포구 마포대로 143 (공덕동)
C1100560,강남구,서울특별시 강남구 삼성로 155
C1107975,서초구,서울특별시 서초구 강남대로 381 두산베어스텔 304호 (서초동)
C1108727,강남구,서울특별시 강남구 테헤란로64길 9 지하1층 101호 (대치동 선릉역대우아이빌)
C1100562,중랑구,서울특별시 중랑구 사가정로 398 JS빌딩 1층 (면목동)
C1104434,강서구,서울특별시 강서구 강서로18길 14 1층 (화곡동)
C1100110,관악구,서울특별시 관악구 신림로 318 1층 101호 (신림동 청암두산위브센티움)
C1100604,용산구,서울특별시 용산구 이촌로 303 107호 (이촌동 현대아파트)
C1108544,중랑구,서울특별시 중랑구 봉화산로 190 신내2동 관상복합청사 102호 (신내동)
C1100605,노원구,서울특별시 노원구 동일로 1545  (상계동)
C1106970,서초구,서울특별시 서초구 서초중앙로24길 55 (서초동 중앙서초플라자)
C1100449,성동구,서울특별시 성동구 고산자로8길 22 117호 (행당동레몬프라자)
C1100450,동대문구,서울특별시 동대문구 약령시로 51 (제기동)
C1104836,동작구,서울특별시 동작구 남부순환로 2059 1층 (사당동)
C1100891,마포구,서울특별시 마포구 양화로 64 서교제일빌딩 2층 202호 (서교동)
C1109124,은평구,서울특별시 은평구 불광로 8 (대조동)
C1107249,중랑구,서울특별시 중랑구 면목로 418 (면목동)
C1104192,송파구,서울특별시 송파구 양재대로 932
C1103072,서대문구,서울특별시 서대문구 증가로 226
C1100452,관악구,서울특별시 관악구 남부순환로 1784
C1100475,중구,서울특별시 중구 남대문시장길 21 1층 (남대문로4가)
C1100558,중구,서울특별시 중구 동호로 180 대승빌딩 202호 (신당동)
C1104248,영등포구,서울특별시 영등포구 선유로 70 우리벤처타운2 2동 2층 209-1호 (문래동3가)
C1107197,송파구,서울특별시 송파구 송파대로32길 15 209호 (가락동 가락금호아파트)
C1108657,마포구,서울특별시 마포구 마포대로 44 진도빌딩 1층 (도화동)
C1100080,광진구,서울특별시 광진구 능동로 265
C1109092,강남구,서울특별시 강남구 도산대로 134 지하2층 일부호 (논현동)
C1103559,강남구,서울특별시 강남구 도산대로 118
C1100315,관악구,서울특별시 관악구 청림6길 3  (봉천동)
C1107733,동대문구,서울특별시 동대문구 왕산로 86 푸르지오시티오피스텔동 1층 101호 (용두동)
C1104750,강동구,서울특별시 강동구 명일로 167
C1103912,노원구,서울특별시 노원구 화랑로 337
C1103452,종로구,서울특별시 종로구 삼봉로 81
C1104414,노원구,서울특별시 노원구 공릉로58가길 14 1층(하계동)
C1108681,은평구,서울특별시 은평구 통일로87길 12 (갈현동)
C1100425,중랑구,서울특별시 중랑구 봉우재로 66 103104호 (면목동)
C1100318,서초구,서울특별시 서초구 서초대로 317 1층(서초동건원빌딩)
C1103892,은평구,서울특별시 은평구 서오릉로 203 (구산동)
C1102980,관악구,서울특별시 관악구 난곡로 351
C1100245,서초구,서울특별시 서초구 서초대로 3-4 1층 101-3호(방배동방배디오슈페리움)
C1102422,강서구,서울특별시 강서구 공항대로41길 65 (등촌동)
C1102421,용산구,서울특별시 용산구 후암로 41 1층 (후암동)
C1103451,중구,서울특별시 중구 명동8길 47 (충무로2가)
C1103969,마포구,서울특별시 마포구 마포대로 190 1층 (공덕동)
C1104632,송파구,서울특별시 송파구 백제고분로 279 1층 (석촌동)
C1104411,강북구,서울특별시 강북구 삼양로 309 (수유동)
C1108683,구로구,서울특별시 구로구 남부순환로 775 상가106동 103호 (개봉동 개봉푸르지오)
C1107116,도봉구,서울특별시 도봉구 도봉로180나길 34 1층 (도봉동)
C1101223,강동구,서울특별시 강동구 구천면로 305 (천호동덕송빌딩)
C1104556,성동구,서울특별시 성동구 아차산로 41 2층(성수동1가삼성빌딩)
C1103398,노원구,서울특별시 노원구 한글비석로 264
C1100248,동작구,서울특별시 동작구 상도로 93 (상도동)
C1100246,중랑구,서울특별시 중랑구 봉우재로 40 (면목동)
C1107391,서초구,서울특별시 서초구 바우뫼로35길 22 1층 (양재동)
C1104809,광진구,서울특별시 광진구 천호대로 527 (중곡동 거산빌딩)
C1100417,서대문구,서울특별시 서대문구 문화촌길 6 승희빌딩 1층 (홍제동)
C1108783,강남구,서울특별시 강남구 도산대로 511 1층 102호 (청담동)
C1102397,종로구,서울특별시 종로구 새문안로 19 (평동)
C1103584,강서구,서울특별시 강서구 방화대로34길 92 불해빌딩 1층 (방화동)
C1104376,서대문구,서울특별시 서대문구 연희로 122 (연희동)
C1104225,송파구,서울특별시 송파구 바람드리길 33 (풍납동)
C1100747,용산구,서울특별시 용산구 원효로25길 31 (원효로4가)
C1104105,강남구,서울특별시 강남구 역삼로 505  (대치동)
C1102467,성북구,서울특별시 성북구 월계로40길 7  (장위동)
C1107429,중랑구,서울특별시 중랑구 면목로 311 삼원빌딩 (면목동)
C1108999,송파구,서울특별시 송파구 백제고분로 438 1층 (송파동)
C1102468,영등포구,서울특별시 영등포구 선유로 42 (문래동3가)
C1100681,서대문구,서울특별시 서대문구 거북골로 69 (남가좌동)
C1100750,금천구,서울특별시 금천구 가산디지털1로 168  (가산동)
C1102153,관악구,서울특별시 관악구 봉천로 391 115호 (봉천동 두산아파트에이상가)
C1109038,강서구,서울특별시 강서구 강서로 267 송화쇼핑센터 1층 (내발산동)
C1100751,양천구,서울특별시 양천구 중앙로32길 55 (신정동)
C1100748,송파구,서울특별시 송파구 양재대로 1222  (방이동)
C1100752,마포구,서울특별시 마포구 신촌로 238 1층 (아현동)
C1100753,송파구,서울특별시 송파구 올림픽로4길 40  (잠실동)
C1104214,종로구,서울특별시 종로구 종로 78 1층 (종로2가 미려빌딩)
C1103917,구로구,서울특별시 구로구 경인로 661  (신도림동)
C1107716,강남구,서울특별시 강남구 테헤란로 111 대건빌딩 1층 일부호 (역삼동)
C1106971,서초구,서울특별시 서초구 강남대로53길 7
C1107763,관악구,서울특별시 관악구 남부순환로 1635 1층 (신림동)
C1108032,송파구,서울특별시 송파구 송파대로 201 송파 테라타워2 B동 144호 (문정동)
C1103468,영등포구,서울특별시 영등포구 영등포로 186 (영등포동4가)
C1108719,마포구,서울특별시 마포구 양화로 61 두암빌딩 1층 (서교동)
C1103596,영등포구,서울특별시 영등포구 당산로 34
C1100107,강북구,서울특별시 강북구 오현로 193
C1108454,관악구,서울특별시 관악구 남부순환로 1605 1층 (신림동)
C1107637,강동구,서울특별시 강동구 올림픽로 664 2층 205호 (천호동 대우한강베네시티)
C1100667,중구,서울특별시 중구 필동로 14 대평빌딩 103호 (필동2가)
C1103053,서대문구,서울특별시 서대문구 신촌로 89 (창천동)
C1104515,노원구,서울특별시 노원구 공릉로58가길 8 (하계동)
C1100671,노원구,서울특별시 노원구 초안산로 7 105호(월계동 월계2단지주공아파트종합상가)
C1100670,강서구,서울특별시 강서구 양천로 677 1층 (염창동 염창하이츠빌딩)
C1108923,송파구,서울특별시 송파구 마천로 264 흥일빌딩 1층 (거여동)
C1107631,도봉구,서울특별시 도봉구 마들로11길 20 (창동)
C1102392,은평구,서울특별시 은평구 연서로 277-1
C1104068,영등포구,서울특별시 영등포구 영등포로 208-1 (영등포동4가)
C1100672,서초구,서울특별시 서초구 청계산로 10  (양재동)
C1100668,중랑구,서울특별시 중랑구 망우로 192  (상봉동)
C1102152,관악구,서울특별시 관악구 은천로 38 (봉천동)
C1102393,강서구,서울특별시 강서구 금낭화로 91-2  (방화동)
C1104423,송파구,서울특별시 송파구 오금로 506 1층 (거여동)
C1103418,노원구,서울특별시 노원구 동일로203가길 29 258호259호 (중계동 브라운스톤중계)
C1100679,서초구,서울특별시 서초구 법원로2길 23
C1107570,은평구,서울특별시 은평구 진관3로 20 (진관동)
C1100678,양천구,서울특별시 양천구 월정로 127 (신월동)
C1107790,송파구,서울특별시 송파구 송파대로 111 205동 305호 (문정동 파크하비오)
C1106925,도봉구,서울특별시 도봉구 마들로 699
C1100676,구로구,서울특별시 구로구 구로동로 179 (구로동)
C1100801,강북구,서울특별시 강북구 삼양로 613 우암빌딩 1층 (우이동)
C1100815,동작구,서울특별시 동작구 여의대방로24길 30 (신대방동)
C1109089,종로구,서울특별시 종로구 경교장길 35 상가동 3151호 (평동 경희궁자이 3단지)
C1107598,강동구,서울특별시 강동구 양재대로 1466 1층 102호 (길동)
C1108313,동대문구,서울특별시 동대문구 천호대로 273 1층 2호 (답십리동)
C1100677,강남구,서울특별시 강남구 압구정로 224  (신사동)
C1104504,중구,서울특별시 중구 무교로 32 4층 (무교동 효령빌딩)
C1103865,중랑구,서울특별시 중랑구 면목로 419 1층 (면목동)
C1102369,동대문구,서울특별시 동대문구 사가정로 206 1층 (장안동)
C1102395,성북구,서울특별시 성북구 화랑로 95 (하월곡동)
C1107145,광진구,서울특별시 광진구 광나루로 604 진넥스 베르디엠 2층 202호 (구의동)
C1109155,동대문구,서울특별시 동대문구 전농로 91 (답십리동)
C1103791,구로구,서울특별시 구로구 시흥대로 547 (구로동 금강빌딩)
C1103243,송파구,서울특별시 송파구 백제고분로 276 202호 (석촌동)
C1108445,양천구,서울특별시 양천구 중앙로 298 문화트윈타워 101호 (신정동)
C1100129,마포구,서울특별시 마포구 독막로 2 2층 (합정동)
C1102988,은평구,서울특별시 은평구 서오릉로 41-17 (녹번동)
C1104641,관악구,서울특별시 관악구 장군봉1길 56 101호 (봉천동 우형쇼핑센타)
C1107021,서초구,서울특별시 서초구 강남대로61길 3 대승빌딩 101호 (서초동)
C1103676,노원구,서울특별시 노원구 동일로 1361 206207호 (상계동 상계주공2단지아파트)
C1100811,강서구,서울특별시 강서구 금낭화로 136 118호 (방화동 에어뷰)
C1100808,금천구,서울특별시 금천구 금하로 720 306호 (시흥동 에벤에셀프라자)
C1100809,중구,서울특별시 중구 다산로 245
C1103362,중랑구,서울특별시 중랑구 망우로 198 (상봉동)
C1103757,강남구,서울특별시 강남구 논현로 841  (신사동)
C1106933,강남구,서울특별시 강남구 영동대로 602 (삼성동) 삼성동 미켈란 1075층 일부
C1103563,강서구,서울특별시 강서구 양천로 101
C1108579,동대문구,서울특별시 동대문구 황물로 168 한성아펠시티 122123호 (답십리동)
C1100812,노원구,서울특별시 노원구 동일로 1099 (공릉동)
C1100813,노원구,서울특별시 노원구 한글비석로 410 1층 (상계동)
C1109103,강남구,서울특별시 강남구 강남대로 606 삼주빌딩 1층 일부호 (논현동)
C1107794,송파구,서울특별시 송파구 송파대로 111 205동 414호 (문정동 파크하비오)
C1108352,성북구,서울특별시 성북구 아리랑로 9 산맥프라자 2층 202호 (동소문동6가)
C1103428,중구,서울특별시 중구 마른내로 8-1 (저동2가)
C1108560,관악구,서울특별시 관악구 난곡로 327-1 1층 (신림동)
C1107610,금천구,서울특별시 금천구 남부순환로 1290 1층
C1108767,노원구,서울특별시 노원구 동일로197길 21 우성빌딩 1층 (공릉동)
C1100350,동대문구,서울특별시 동대문구 사가정로 110 (전농동)
C1104210,강북구,서울특별시 강북구 노해로 118 1층 (수유동)
C1107349,중구,서울특별시 중구 명동9가길 12 3층 (을지로2가 메트로알이지)
C1107316,용산구,서울특별시 용산구 한강대로 256 1층 (남영동)
C1107392,강남구,서울특별시 강남구 언주로 859 1층 (신사동 쉬즈.애비뉴빌딩)
C1103497,성동구,서울특별시 성동구 행당로 87 1동 107호 (행당동행당동대림아파트리빙프라자)
C1104072,금천구,서울특별시 금천구 가산디지털1로 145 에이스하이엔드타워3차 105호 (가산동)
C1108762,서초구,서울특별시 서초구 사임당로 178 이즈타워 103호 (서초동)
C1107765,은평구,서울특별시 은평구 통일로 1050 2층 (진관동 롯데마트은평점)
C1107331,마포구,서울특별시 마포구 도화길 43 108호 (도화동 나눔빌딩)
C1104024,종로구,서울특별시 종로구 대학로 128 1층 (동숭동)
C1108824,강남구,서울특별시 강남구 논현로131길 23 홍재빌딩 1층 일부호 (논현동)
C1108127,강남구,서울특별시 강남구 학동로 203 1층 (논현동)
C1100814,동대문구,서울특별시 동대문구 망우로 77 1층 (휘경동)
C1108877,중구,서울특별시 중구 마른내로 6 1층 (저동2가)
C1103419,송파구,서울특별시 송파구 송파대로 423 석촌빌딩 (석촌동)
C1103808,강서구,서울특별시 강서구 허준로 23 107호 (가양동)
C1108427,성북구,서울특별시 성북구 도봉로 3 1층 (길음동)
C1100733,영등포구,서울특별시 영등포구 버드나루로7길 7 105호 (영등포동2가)
C1102541,은평구,서울특별시 은평구 연서로 219 1층(갈현동)
C1100737,노원구,서울특별시 노원구 노해로 494
C1104496,송파구,서울특별시 송파구 올림픽로35길 104  (신천동 장미아파트)
C1107573,양천구,서울특별시 양천구 오목로 344 (목동 청학빌딩)
C1103075,관악구,서울특별시 관악구 쑥고개로 71 (봉천동)
C1100739,용산구,서울특별시 용산구 이촌로 303 21동 112호 (이촌동 현대아파트)
C1100738,동대문구,서울특별시 동대문구 약령시로 123 1층 (청량리동)
C1100631,중구,서울특별시 중구 무교로 6  (을지로1가)
C1108850,성동구,서울특별시 성동구 동일로 261 건국빌딩 1층 (송정동)
C1102174,관악구,서울특별시 관악구 남부순환로 1739 (봉천동)
C1109177,종로구,서울특별시 종로구 새문안로5가길 33 한누리빌딩 1층 (내자동)
C1103030,종로구,서울특별시 종로구 동숭길 52
C1108724,송파구,서울특별시 송파구 중대로 80 문정프라자 (문정동)
C1100740,강북구,서울특별시 강북구 수유로23길 57 (수유동)
C1100742,구로구,서울특별시 구로구 구로동로26길 133 (구로동)
C1103975,동작구,서울특별시 동작구 사당로 301 사당동빌딩 3층 (사당동)
C1104484,용산구,서울특별시 용산구 보광로 124 (이태원동)
C1100743,양천구,서울특별시 양천구 중앙로32길 61
C1100286,동대문구,서울특별시 동대문구 장한로21길 11-12 (장안동)
C1100287,강동구,서울특별시 강동구 성안로 149 (천호동)
C1100288,구로구,서울특별시 구로구 경인로 382 1-110(개봉동한마을아파트상가)
C1100289,영등포구,서울특별시 영등포구 의사당대로 1 국회 국회소통관동 1층 (여의도동)
C1100529,은평구,서울특별시 은평구 은평터널로 196 (신사동)
C1102177,종로구,서울특별시 종로구 창경궁로 158 (원남동)
C1100406,금천구,서울특별시 금천구 금하로 720 (시흥동)
C1108924,구로구,서울특별시 구로구 도림로 67 (구로동)
C1100528,중구,서울특별시 중구 마른내로 10 (저동2가)
C1100530,송파구,서울특별시 송파구 중대로 68  (문정동)
C1107322,강서구,서울특별시 강서구 등촌로 147 1층 (등촌동 유석빌딩)
C1107453,마포구,서울특별시 마포구 마포대로24길 4 공덕자이아파트 상가 상가1동 105호 (아현동)
C1107469,영등포구,서울특별시 영등포구 국제금융로2길 37 3층 306-1호 (여의도동 에스트레뉴)
C1100405,도봉구,서울특별시 도봉구 도봉로150길 43 2층 215호 (방학동 ESA 아파트)
C1100414,중구,서울특별시 중구 청계천로 334 1층 48호 (신당동평화)
C1100409,성북구,서울특별시 성북구 종암로 97 (종암동)
C1104308,강동구,서울특별시 강동구 양재대로 1629 (명일동)
C1100413,서대문구,서울특별시 서대문구 수색로 30 지하1층 1층 (남가좌동)
C1109039,강서구,서울특별시 강서구 강서로62길 98 101호 (등촌동 신한은행등촌점)
C1108485,중랑구,서울특별시 중랑구 겸재로 225 1층 (면목동)
C1104780,서대문구,서울특별시 서대문구 세검정로1길 93
C1100259,노원구,서울특별시 노원구 월계로55길 4 111호 (월계동 사슴아파트2단지상가)
C1107436,강북구,서울특별시 강북구 도봉로 52 7층 (미아동 연이빌딩)
C1100260,구로구,서울특별시 구로구 경인로 164
C1100261,동작구,서울특별시 동작구 시흥대로 664 (신대방동)
C1104598,송파구,서울특별시 송파구 백제고분로48길 17 (방이동)
C1107132,노원구,서울특별시 노원구 한글비석로 56  (하계동)
C1100265,구로구,서울특별시 구로구 신도림로 7 금강리빙스텔 123호 (신도림동)
C1107114,중랑구,서울특별시 중랑구 신내로 225  (신내동)
C1104262,금천구,서울특별시 금천구 시흥대로63길 64 1층 (시흥동)
C1102214,노원구,서울특별시 노원구 동일로 1101 (공릉동)
C1102032,강동구,서울특별시 강동구 양재대로89길 16 214호(성내동파크프라자)
C1103210,광진구,서울특별시 광진구 자양로 294-1 (구의동)
C1100262,마포구,서울특별시 마포구 망원로 78 1층 (망원동)
C1103314,강남구,서울특별시 강남구 선릉로 513 1층 (역삼동 아펙스타워)
C1100182,강북구,서울특별시 강북구 인수봉로 142 (수유동)
C1103208,서대문구,서울특별시 서대문구 신촌로 183 지하1층 (대현동유인빌딩)
C1100183,동대문구,서울특별시 동대문구 신이문로 41 1층 (이문동)
C1104439,서초구,서울특별시 서초구 신반포로 205
C1107139,성동구,서울특별시 성동구 무학로2길 7 1층 102호 (도선동)
C1102208,노원구,서울특별시 노원구 상계로27길 7 중앙빌딩 1층 (상계동)
C1104864,강남구,서울특별시 강남구 테헤란로 206 (역삼동) 1층 1호
C1108187,동대문구,서울특별시 동대문구 답십리로 140 세기프라자 106호 (답십리동)
C1104261,양천구,서울특별시 양천구 목동로 203 (신정동한성빌딩)
C1102209,서초구,서울특별시 서초구 신반포로 257 지하1층 (잠원동 뉴타운)
C1108232,관악구,서울특별시 관악구 신림로 198 1층 (신림동)
C1102210,종로구,서울특별시 종로구 사직로 107 1층(내자동한빛빌딩)
C1100255,양천구,서울특별시 양천구 목동동로 63 109호(신정동대영프라자)
C1100185,구로구,서울특별시 구로구 경인로 215
C1102211,은평구,서울특별시 은평구 갈현로 14 (신사동)
C1102212,송파구,서울특별시 송파구 백제고분로45길 5 (송파동)
C1100081,광진구,서울특별시 광진구 아차산로 621 1층 (광장동)
C1100254,성북구,서울특별시 성북구 동소문로 57-1 (동소문동4가)
C1100256,강서구,서울특별시 강서구 양천로57길 37
C1100257,강남구,서울특별시 강남구 역삼로 310  (역삼동)
C1107759,송파구,서울특별시 송파구 정의로8길 7 한스 102호 (문정동)
C1102213,서초구,서울특별시 서초구 잠원로 94  (잠원동 한신빌딩)
C1100223,노원구,서울특별시 노원구 한글비석로 456 (상계동)
C1103395,성동구,서울특별시 성동구 왕십리로 410 상가L동 216호 (하왕십리동 센트라스)
C1100225,중랑구,서울특별시 중랑구 동일로101길 63  (면목동 면목한신아파트 상가)
C1103933,서대문구,서울특별시 서대문구 통일로 397  (홍제동 인왕산 한신휴플러스)
C1107619,동대문구,서울특별시 동대문구 제기로 75 1층 (청량리동)
C1104224,금천구,서울특별시 금천구 한내로 62
C1100226,서초구,서울특별시 서초구 강남대로 543 1층 (반포동)
C1102203,양천구,서울특별시 양천구 월정로 57 (신월동)
C1103232,강남구,서울특별시 강남구 논현로176길 14 3층 일부호 (신사동)
C1103368,강북구,서울특별시 강북구 삼양로87길 35 (수유동)
C1102204,성동구,서울특별시 성동구 마조로 17  (행당동)
C1104671,서초구,서울특별시 서초구 방배로 36 (방배동)
C1100230,노원구,서울특별시 노원구 월계로 336 1층 (월계동)
C1100229,강서구,서울특별시 강서구 까치산로 151 104호 (화곡동)
C1100228,영등포구,서울특별시 영등포구 의사당대로 97
C1104343,마포구,서울특별시 마포구 망원로 73 1층 (망원동)
C1102205,중랑구,서울특별시 중랑구 망우로 412 4층 (망우동 기성빌딩)
C1100173,강동구,서울특별시 강동구 진황도로61길 25
C1107613,서초구,서울특별시 서초구 사평대로57길 57
C1106990,양천구,서울특별시 양천구 오목로 299
C1109008,관악구,서울특별시 관악구 난곡로 50 자연빌딩 1층 (신림동)
C1102206,금천구,서울특별시 금천구 독산로 133 1층 (시흥동)
C1100174,마포구,서울특별시 마포구 백범로 96 (대흥동)
C1100175,동대문구,서울특별시 동대문구 한천로 89 (답십리동)
C1100180,서초구,서울특별시 서초구 법원로 15
C1107690,관악구,서울특별시 관악구 보라매로 12 2층 (봉천동 관악농협)
C1102207,중구,서울특별시 중구 서소문로 109
C1108474,구로구,서울특별시 구로구 구로동로 8  (가리봉동)
C1109021,금천구,서울특별시 금천구 독산로 136 103호 (시흥동)
C1107058,영등포구,서울특별시 영등포구 디지털로37길 20 (대림동)
C1103964,성동구,서울특별시 성동구 행당로 82
C1104191,강서구,서울특별시 강서구 우현로 26
C1100198,강남구,서울특별시 강남구 선릉로 225 지하1층 133호 (도곡동도곡렉슬상가)
C1109080,강남구,서울특별시 강남구 도곡로 317 2층 201호 (역삼동)
C1102200,은평구,서울특별시 은평구 수색로 264-1 (수색동)
C1100199,종로구,서울특별시 종로구 대학로 93 대한성공회 대학로교회 12층 (연건동)
C1108967,동작구,서울특별시 동작구 만양로14길 57 (노량진동)
C1108807,마포구,서울특별시 마포구 독막로 14 1층 (합정동)
C1108901,마포구,서울특별시 마포구 독막로 22 청명빌딩 1층 (합정동)
C1108902,마포구,서울특별시 마포구 양화로 45 C-17호 (서교동 홈플러스합정점)
C1108635,마포구,서울특별시 마포구 월드컵로1길 14 206호 (합정동 마포 한강 푸르지오)
C1100196,중구,서울특별시 중구 서소문로 128 (서소문동)
C1108629,구로구,서울특별시 구로구 항동로3길 6 가온 프라자 105호 (항동)
C1104074,동작구,서울특별시 동작구 서달로 150 202호 (흑석동 해가든상가)
C1104566,영등포구,서울특별시 영등포구 여의대방로69길 28 (여의도동)
C1107333,마포구,서울특별시 마포구 마포대로 115-12 211호 (공덕동 공덕삼성아파트 상가동)
C1107967,영등포구,서울특별시 영등포구 여의대방로 375 아일렉스타워 108호 (여의도동)
C1107913,서대문구,서울특별시 서대문구 통일로 356 1층 (홍제동)
C1100215,동대문구,서울특별시 동대문구 한천로 186 (장안동)
C1100155,광진구,서울특별시 광진구 용마산로 57 (중곡동)
C1102201,양천구,서울특별시 양천구 목동동로 293 1층 5호(목동현대41타워)
C1109190,서대문구,서울특별시 서대문구 충정로 70 웨스트게이트타워 2층 (미근동)
C1107141,양천구,서울특별시 양천구 목동동로 435 103104호 (목동)
C1100217,용산구,서울특별시 용산구 청파로47길 53
C1104457,강남구,서울특별시 강남구 테헤란로 152 (역삼동)
C1100219,은평구,서울특별시 은평구 응암로 188
C1100125,강남구,서울특별시 강남구 남부순환로363길 13
C1100218,강서구,서울특별시 강서구 방화동로 66 1층 (방화동)
C1103167,서초구,서울특별시 서초구 남부순환로350길 4 2층(양재동대진빌딩)
C1108814,강남구,서울특별시 강남구 강남대로 320 1층 (역삼동)
C1108946,서대문구,서울특별시 서대문구 통일로 135 충정빌딩 3층 (충정로2가)
C1107960,영등포구,서울특별시 영등포구 영신로34길 10 1층 108호 (영등포동4가 영남빌딩)
C1100221,강남구,서울특별시 강남구 테헤란로 504 지하1층 (대치동해성빌딩)
C1100220,송파구,서울특별시 송파구 가락로 111 (석촌동)
C1100216,동작구,서울특별시 동작구 양녕로 281 (상도동 상도빌딩)
C1108279,구로구,서울특별시 구로구 경인로 393-7 일이삼전자타운 2동 1층 120호 (고척동)
C1108925,구로구,서울특별시 구로구 구일로4길 30 신영상가 102호 (구로동)
C1100291,성동구,서울특별시 성동구 독서당로 220 102호 (옥수동)
C1107289,송파구,서울특별시 송파구 올림픽로35길 124 4층 7호 (신천동 장미아파트 에이상가)
C1103397,성북구,서울특별시 성북구 솔샘로25길 20
C1100290,마포구,서울특별시 마포구 대흥로 34 (용강동)
C1103313,강남구,서울특별시 강남구 봉은사로73길 5 1층 (삼성동)
C1107018,은평구,서울특별시 은평구 응암로 215 (응암동) 명남더블레스아파트2차
C1109079,광진구,서울특별시 광진구 아차산로33길 63 1층 (화양동)
C1100292,광진구,서울특별시 광진구 군자로 93
C1100293,동작구,서울특별시 동작구 보라매로3길 29 (신대방동해태보라매타워상가동 1층 28호)
C1108009,동작구,서울특별시 동작구 보라매로3길 29 3층 306호 (신대방동 해태보라매타워)
C1108882,서초구,서울특별시 서초구 강남대로 365 대우도씨에빛 1층 (서초동)
C1104593,송파구,서울특별시 송파구 오금로 512 207호 (거여동 거여역2차쌍용아파트 207호)
C1107830,광진구,서울특별시 광진구 천호대로111길 19 (중곡동)
C1104086,영등포구,서울특별시 영등포구 의사당대로 108 304호(여의도동 아일렉스상가)
C1100322,마포구,서울특별시 마포구 마포대로 68 408-2호 (도화동 마포아크로타워)
C1107484,강남구,서울특별시 강남구 자곡로 120 107호 (자곡동 세곡드림프라자)
C1102539,도봉구,서울특별시 도봉구 도당로13길 16 (방학동)
C1103032,강서구,서울특별시 강서구 등촌로 59-1 1층 (화곡동)
C1104155,양천구,서울특별시 양천구 목동중앙북로 95 (목동)
C1103672,은평구,서울특별시 은평구 진관4로 17 820동 1층 113호 (진관동 은평뉴타운상림마을)
C1102540,동대문구,서울특별시 동대문구 장한로 22 2층 (장안동)
C1100436,노원구,서울특별시 노원구 섬밭로 134 114동 105-5호 (공릉동 풍림아파트)
C1108548,강북구,서울특별시 강북구 한천로 1038 천지빌딩유료주차장 1층 (수유동)
C1107899,성동구,서울특별시 성동구 마장로 291 3층 (마장동)
