기관ID,구,주소
C1102085,영등포구,서울특별시 영등포구 선유서로25길 5-1 (양평동2가)
C1103661,양천구,서울특별시 양천구 신월로10길 16 (신월동 삼성아파트)
C1102668,관악구,서울특별시 관악구 남부순환로161길 70 (신림동)
C1108168,동대문구,서울특별시 동대문구 약령서1길 30-2 1층 (제기동)
C1103019,동대문구,서울특별시 동대문구 사가정로25길 18 (장안동)
C1108158,강남구,서울특별시 강남구 삼성로145길 13 1층 102호 (청담동)
C1103320,동대문구,서울특별시 동대문구 고산자로36길 3 (제기동)
C1102088,용산구,서울특별시 용산구 새창로14길 50 (용문동)
C1103317,송파구,서울특별시 송파구 가락로42길 9 경인약국 (방이동)
C1103006,종로구,서울특별시 종로구 평창문화로 35  (평창동)
C1101887,금천구,서울특별시 금천구 시흥대로72길 32 (시흥동)
C1107990,양천구,서울특별시 양천구 월정로 53 (신월동)
C1101889,은평구,서울특별시 은평구 서오릉로 157 (구산동)
C1101891,노원구,서울특별시 노원구 화랑로 337
C1107730,동대문구,서울특별시 동대문구 경희대로 17 1층 (회기동)
C1107791,종로구,서울특별시 종로구 송월길 99 203동 2218호 (홍파동 경희궁자이 2단지)
C1103746,동대문구,서울특별시 동대문구 경희대로 19 (회기동)
C1103369,동대문구,서울특별시 동대문구 경희대로 24 1층 (회기동)
C1108145,강동구,서울특별시 강동구 동남로 889 103호 (명일동)
C1107725,강동구,서울특별시 강동구 동남로 881 103호 (명일동 서희스타힐스)
C1103747,동대문구,서울특별시 동대문구 경희대로1가길 32 (회기동)
C1102964,동대문구,서울특별시 동대문구 경희대로 21 지층 1층 2층 (회기동)
C1108139,강동구,서울특별시 강동구 동남로 889 101호 (명일동)
C1109188,강동구,서울특별시 강동구 풍성로65길 77 1층 (둔촌동)
C1108192,동대문구,서울특별시 동대문구 망우로 35 상가동 B103 B104(일부)호 (휘경동 휘경 제이스카이 아파트)
C1108632,강남구,서울특별시 강남구 논현로95길 29-13 2층 (역삼동)
C1101894,강동구,서울특별시 강동구 동남로 885 (명일동)
C1107533,동대문구,서울특별시 동대문구 경희대로 19-5 (회기동)
C1101984,동대문구,서울특별시 동대문구 경희대로 19-9 (회기동)
C1101985,강동구,서울특별시 강동구 구천면로 245
C1103002,동작구,서울특별시 동작구 성대로 32 (상도동 계령약국)
C1104793,성북구,서울특별시 성북구 동소문로20길 43 (동선동1가)
C1103496,강동구,서울특별시 강동구 고덕로 256 101호 (명일동명성프라자)
C1107327,강동구,서울특별시 강동구 고덕로 353 고덕그라시움아파트(상가1동) 208호 (고덕동)
C1104648,중랑구,서울특별시 중랑구 상봉로 49 (면목동)
C1101926,강북구,서울특별시 강북구 삼양로 337 (수유동)
C1102966,강동구,서울특별시 강동구 천호대로 1125 (길동)
C1101928,서초구,서울특별시 서초구 바우뫼로 23 101호 (우면동선일상가)
C1101929,도봉구,서울특별시 도봉구 도봉로 724
C1102978,송파구,서울특별시 송파구 마천로41길 21 (마천동)
C1104792,금천구,서울특별시 금천구 금하로24길 57
C1108687,서초구,서울특별시 서초구 신반포로 194 서울고속버스터미널 본관동1층 쇼케이스1호 (반포동)
C1107477,서초구,서울특별시 서초구 신반포로 지하 188 지하1층 (반포동 강남고속터미널역)
C1103347,강서구,서울특별시 강서구 양천로 500 등촌동노블리움오피스텔 115호 (등촌동)
C1108250,송파구,서울특별시 송파구 송이로32길 37 201동 1층 04호 (문정동 문정푸르지오아파트)
C1101981,금천구,서울특별시 금천구 시흥대로153길 68 (가산동)
C1101878,영등포구,서울특별시 영등포구 영신로 259
C1108701,관악구,서울특별시 관악구 신림로 339 1층 (신림동)
C1101879,동작구,서울특별시 동작구 사당로23길 185 (사당동)
C1108175,강남구,서울특별시 강남구 봉은사로 105 2층 (논현동)
C1104427,은평구,서울특별시 은평구 은평로 8 (신사동)
C1101880,강동구,서울특별시 강동구 천호대로 1153 1층 (길동)
C1104558,동작구,서울특별시 동작구 여의대방로36길 1 (대방동)
C1101916,은평구,서울특별시 은평구 증산로3길 8
C1103267,강북구,서울특별시 강북구 도봉로 167
C1102965,강남구,서울특별시 강남구 선릉로86길 31
C1103495,동작구,서울특별시 동작구 동작대로 89 504호 (사당동 골든시네마타워)
C1101976,강서구,서울특별시 강서구 곰달래로 226 (화곡동)
C1108731,서초구,서울특별시 서초구 방배로 226 3층 303호 (방배동)
C1107947,은평구,서울특별시 은평구 연서로 73 (역촌동)
C1107951,용산구,서울특별시 용산구 한강대로 100 아모레퍼시픽 지하1층 B106-2호 (한강로2가)
C1108518,마포구,서울특별시 마포구 새창로 11 1층 (도화동)
C1103541,종로구,서울특별시 종로구 종로 228 1층 (종로5가)
C1101980,영등포구,서울특별시 영등포구 신길로 252 (영등포동)
C1102026,성동구,서울특별시 성동구 성덕정길 105 (성수동2가)
C1107244,강서구,서울특별시 강서구 공항대로 38 1층 (공항동)
C1102028,강서구,서울특별시 강서구 방화동로 37 메디스타워 102호 (방화동)
C1103494,강서구,서울특별시 강서구 방화동로 10-2
C1102790,성북구,서울특별시 성북구 장위로 177 (장위동)
C1108709,관악구,서울특별시 관악구 신림로 141 1층 (신림동)
C1103515,관악구,서울특별시 관악구 남부순환로 1838 2층 (봉천동)
C1104639,관악구,서울특별시 관악구 호암로 600
C1103788,관악구,서울특별시 관악구 봉천로 488 1층 2호 (봉천동)
C1102387,관악구,서울특별시 관악구 남부순환로 1630  (신림동)
C1104179,관악구,서울특별시 관악구 봉천로 281 1층(봉천동)
C1102189,관악구,서울특별시 관악구 관악로 248 1층 (봉천동)
C1101974,종로구,서울특별시 종로구 청계천로 49 (관철동)
C1101970,마포구,서울특별시 마포구 양화로 191 1층 (동교동)
C1103766,관악구,서울특별시 관악구 은천로 51 은호빌딩 1층 (봉천동)
C1102948,강남구,서울특별시 강남구 강남대로 520  (논현동)
C1102018,마포구,서울특별시 마포구 도화길 32
C1102109,관악구,서울특별시 관악구 양녕로 38
C1104464,관악구,서울특별시 관악구 관악로40길 47 현대상가 1동 1층 5호 (봉천동)
C1107644,금천구,서울특별시 금천구 금하로 710
C1100168,관악구,서울특별시 관악구 신림로 107 1층 (신림동)
C1102938,광진구,서울특별시 광진구 면목로 130 (중곡동)
C1104550,동작구,서울특별시 동작구 동작대로 127 1층 (사당동)
C1103522,관악구,서울특별시 관악구 관악로 268
C1102943,중구,서울특별시 중구 퇴계로 45 (남창동)
C1103276,광진구,서울특별시 광진구 자양로 43  (자양동)
C1102946,중구,서울특별시 중구 다산로27길 6-14 (신당동)
C1101962,광진구,서울특별시 광진구 아차산로69길 8
C1101967,광진구,서울특별시 광진구 면목로 113-1 1층 (중곡동)
C1101968,광진구,서울특별시 광진구 능동로 298
C1101915,성북구,서울특별시 성북구 장월로 88-1 (장위동)
C1101196,서대문구,서울특별시 서대문구 성산로17길 5 (연희동)
C1108383,종로구,서울특별시 종로구 삼봉로 44 1층 (청진동)
C1109046,종로구,서울특별시 종로구 새문안로5길 37 도렴빌딩 지하1층 38호41호 (도렴동)
C1107770,종로구,서울특별시 종로구 세종대로 159 4층 (세종로)
C1103919,중구,서울특별시 중구 퇴계로 322 정미식품 (광희동2가)
C1107873,관악구,서울특별시 관악구 남부순환로 1827
C1108941,종로구,서울특별시 종로구 대학로5길 35 101호 201호 (연건동)
C1109126,구로구,서울특별시 구로구 도림천로 477 구로디지털단지역 지상1층 001호 (구로동)
C1101910,구로구,서울특별시 구로구 서해안로 2338 (오류동)
C1108048,구로구,서울특별시 구로구 경인로 433 (고척동)
C1101912,구로구,서울특별시 구로구 구로동로26길 37 (구로동)
C1103918,구로구,서울특별시 구로구 구로동로 147 MEDI FLOWER 147 1층 (구로동)
C1108954,구로구,서울특별시 구로구 구로중앙로 152 NC백화점 지하1층 (구로동)
C1102132,구로구,서울특별시 구로구 경인로 193  (오류동)
C1108658,구로구,서울특별시 구로구 구로동로 78 시몬빌딩 1층 (구로동)
C1102008,구로구,서울특별시 구로구 개봉로 30 (개봉동 로얄타워)
C1102010,서초구,서울특별시 서초구 논현로31길 41 1층 (양재동)
C1103184,양천구,서울특별시 양천구 목동서로 340 상가비동 129호 (신정동 목동신시가지아파트9단지)
C1109088,강남구,서울특별시 강남구 논현로171길 11 1층 (신사동)
C1103950,노원구,서울특별시 노원구 섬밭로 152 공릉아파트2단지상가 1층 101호 (공릉동)
C1102012,구로구,서울특별시 구로구 남부순환로105길 52 (가리봉동)
C1103426,관악구,서울특별시 관악구 봉천로 216 (신림동)
C1102787,영등포구,서울특별시 영등포구 양산로 154 (당산동1가)
C1104585,서초구,서울특별시 서초구 서초대로 341
C1101902,중랑구,서울특별시 중랑구 공릉로2길 7 구산빌딩 (묵동)
C1104711,은평구,서울특별시 은평구 서오릉로 217-5 (구산동)
C1102779,은평구,서울특별시 은평구 응암로12길 4 (응암동)
C1108559,서초구,서울특별시 서초구 서초중앙로 113 영한빌딩 1층 (서초동)
C1102780,마포구,서울특별시 마포구 월드컵로25길 58 1층 (망원동)
C1102005,서초구,서울특별시 서초구 동광로3길 70 (방배동)
C1104922,강서구,서울특별시 강서구 허준로 121
C1100267,관악구,서울특별시 관악구 관악로14길 52
C1102006,용산구,서울특별시 용산구 만리재로 134
C1103557,성북구,서울특별시 성북구 오패산로 16
C1103732,광진구,서울특별시 광진구 자양로 285 (구의동)
C1108481,강남구,서울특별시 강남구 삼성로 150  (대치동 한보미도맨션)
C1101821,송파구,서울특별시 송파구 성내천로 261 구본빌딩 (마천동)
C1104914,용산구,서울특별시 용산구 이촌로 303
C1101905,마포구,서울특별시 마포구 숭문길 32
C1104713,구로구,서울특별시 구로구 구일로 110 305호 (구로동 해원리버파크)
C1108128,은평구,서울특별시 은평구 진관2로 12 메이플카운티2차 1층 108호 (진관동)
C1101942,강남구,서울특별시 강남구 테헤란로 119
C1101944,성북구,서울특별시 성북구 정릉로10길 42-2 (정릉동)
C1102876,중구,서울특별시 중구 을지로41길 22 1층 (을지로6가)
C1102021,구로구,서울특별시 구로구 구로중앙로18길 68 (구로동)
C1101814,강서구,서울특별시 강서구 곰달래로 225 12층 (화곡동)
C1103562,강남구,서울특별시 강남구 광평로51길 49
C1107135,노원구,서울특별시 노원구 한글비석로 383 (중계동) 2층 26호
C1103568,종로구,서울특별시 종로구 종로16길 12 (관철동)
C1103181,강서구,서울특별시 강서구 하늘길 38
C1106929,동대문구,서울특별시 동대문구 답십리로 252 1층 (장안동 세현빌딩)
C1101818,성동구,서울특별시 성동구 독서당로 288-1 (금호동4가)
C1104015,중랑구,서울특별시 중랑구 봉화산로 194 신아타운 1층 (신내동)
C1104293,용산구,서울특별시 용산구 한강대로 290-1
C1102870,강남구,서울특별시 강남구 선릉로 654 1층 (삼성동 예인빌딩)
C1103725,종로구,서울특별시 종로구 평창11길 3
C1101858,광진구,서울특별시 광진구 천호대로 574 (능동)
C1102783,서대문구,서울특별시 서대문구 세무서길 78 (홍제동)
C1104354,광진구,서울특별시 광진구 천호대로 548  (군자동)
C1108190,광진구,서울특별시 광진구 천호대로 556 1층 (능동)
C1102872,광진구,서울특별시 광진구 천호대로 561 (중곡동)
C1108297,광진구,서울특별시 광진구 천호대로 557 풍국빌딩 1층 (중곡동)
C1107809,서대문구,서울특별시 서대문구 신촌로35길 10 1층 114호 (북아현동 e편한세상신촌4단지)
C1108650,송파구,서울특별시 송파구 송파대로 570 2층 (신천동)
C1102866,성북구,서울특별시 성북구 동소문로 16-1 (동소문동2가)
C1108469,종로구,서울특별시 종로구 경교장길 35 3137호 (평동 경희궁자이 3단지)
C1101873,마포구,서울특별시 마포구 월드컵북로 361
C1103163,구로구,서울특별시 구로구 개봉로 57 (개봉동)
C1107036,강서구,서울특별시 강서구 화곡로 153 (화곡동)
C1104283,금천구,서울특별시 금천구 독산로 366 (독산동)
C1101844,광진구,서울특별시 광진구 자양로 113 4층 401-1호 (자양동 구의 현대 하이엘)
